Núcleo,Posição Geral,Posição Prioridade,Número do processo,Vara,Data Remessa Contadoria,Prioridade,Calculista,Data da atribuição,Cumprimento,Data da conclusão,Valor Total Devido - Custas,Observações,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18
3ª CC,,,0006787-94.2021.8.17.2480,4ª Vara Cível da Comarca de Caruaru,19/02/2025,Sem prioridade,Jullieta Beatriz De Souza Cintra,24/02/2025,Cálculo realizado,24/02/2025,"R$ 488,72",,,,,,,
3ª CC,,,0032553-29.2024.8.17.2001,6ª Vara de Família e Registro Civil da Capital,19/02/2025,Prioridade Legal,Jullieta Beatriz De Souza Cintra,24/02/2025,Cálculo realizado,24/02/2025,"R$ 247,56",,,,,,,
3ª CC,,,0012321-19.2021.8.17.2480,4ª Vara Cível da Comarca de Caruaru,19/02/2025,Sem prioridade,Jullieta Beatriz De Souza Cintra,24/02/2025,Cálculo realizado,24/02/2025,"R$ 479,56",,,,,,,
3ª CC,,,0006380-21.2014.8.17.0480,4ª Vara Cível da Comarca de Caruaru,19/02/2025,Sem prioridade,Jullieta Beatriz De Souza Cintra,24/02/2025,Cálculo realizado,26/02/2025,"R$ 1.307,89",,,,,,,
3ª CC,,,0005317-57.2023.8.17.2480,4ª Vara Cível da Comarca de Caruaru,19/02/2025,Sem prioridade,Jullieta Beatriz De Souza Cintra,24/02/2025,Devolvido: solicitação de esclarecimentos ,24/02/2025,,,,,,,,
3ª CC,,,0003173-81.2021.8.17.2480,4ª Vara Cível da Comarca de Caruaru,19/02/2025,Sem prioridade,Jullieta Beatriz De Souza Cintra,24/02/2025,Cálculo realizado,24/02/2025,"R$ 369,34",,,,,,,
3ª CC,,,0002661-65.2013.8.17.0480,4ª Vara Cível da Comarca de Caruaru,19/02/2025,Sem prioridade,Jullieta Beatriz De Souza Cintra,24/02/2025,Cálculo realizado,25/02/2025,"R$ 4,13",custas remanescentes,,,,,,
3ª CC,,,0002260-41.2017.8.17.2480,4ª Vara Cível da Comarca de Caruaru,19/02/2025,Prioridade Legal,Jullieta Beatriz De Souza Cintra,24/02/2025,Cálculo realizado,24/02/2025,"R$ 601,15",,,,,,,
3ª CC,,,0007236-86.2020.8.17.2480,3ª Vara Cível da Comarca de Caruaru,19/02/2025,Sem prioridade,Jullieta Beatriz De Souza Cintra,24/02/2025,Cálculo realizado,24/02/2025,"R$ 1.007,72",,,,,,,
3ª CC,,,0005482-08.2014.8.17.0480,4ª Vara Cível da Comarca de Caruaru,19/02/2025,Sem prioridade,Jullieta Beatriz De Souza Cintra,24/02/2025,Cálculo realizado,25/02/2025,"R$ 0,00",custas integralmente satisfeitas,,,,,,
3ª CC,,,0012355-77.2015.8.17.1130,3ª Vara Cível da Comarca de Petrolina,19/02/2025,Sem prioridade,Jullieta Beatriz De Souza Cintra,24/02/2025,Cálculo realizado,24/02/2025,"R$ 0,00",custas integralmente satisfeitas,,,,,,
3ª CC,,,0001557-03.2017.8.17.3130,4ª Vara Cível da Comarca de Petrolina,19/02/2025,Sem prioridade,Jullieta Beatriz De Souza Cintra,24/02/2025,Cálculo realizado,24/02/2025,"R$ 718,42",,,,,,,
3ª CC,,,0002105-39.2025.8.17.2001,11ª Vara de Família e Registro Civil da Capital,19/02/2025,Prioridade Legal,Jullieta Beatriz De Souza Cintra,24/02/2025,Devolvido: solicitação de esclarecimentos ,24/02/2025,,,,,,,,
3ª CC,,,0065618-49.2023.8.17.2001,3ª Vara de Família e Registro Civil da Capital,19/02/2025,Sem prioridade,Igor Lisboa Felix Dantas,24/02/2025,Cálculo realizado,24/02/2025,"R$ 257,00",,,,,,,
3ª CC,,,0014596-05.2013.8.17.0480,4ª Vara Cível da Comarca de Caruaru,19/02/2025,Sem prioridade,Igor Lisboa Felix Dantas,24/02/2025,Cálculo realizado,24/02/2025,"R$ 270,37",,,,,,,
3ª CC,,,0004369-91.2021.8.17.2640,1ª Vara Cível da Comarca de Garanhuns,19/02/2025,Sem prioridade,Igor Lisboa Felix Dantas,24/02/2025,Cálculo realizado,24/02/2025,"R$ 712,26",,,,,,,
3ª CC,,,0002933-59.2016.8.17.0640,1ª Vara Cível da Comarca de Garanhuns,19/02/2025,Sem prioridade,Igor Lisboa Felix Dantas,24/02/2025,Cálculo realizado,24/02/2025,,,,,,,,
3ª CC,,,0127724-47.2023.8.17.2001,3ª Vara de Família e Registro Civil da Capital,19/02/2025,Sem prioridade,Igor Lisboa Felix Dantas,24/02/2025,Cálculo realizado,24/02/2025,,,,,,,,
3ª CC,,,0011665-63.2012.8.17.0480,5ª Vara Cível da Comarca de Caruaru,19/02/2025,Sem prioridade,Igor Lisboa Felix Dantas,24/02/2025,Cálculo realizado,24/02/2025,"R$ 9.096,62",,,,,,,
3ª CC,,,0015962-11.2015.8.17.0480,4ª Vara Cível da Comarca de Caruaru,19/02/2025,Sem prioridade,Igor Lisboa Felix Dantas,24/02/2025,Cálculo realizado,24/02/2025,"R$ 291,47",,,,,,,
3ª CC,,,0059139-45.2020.8.17.2001,6ª Vara de Família e Registro Civil da Capital,19/02/2025,Sem prioridade,Igor Lisboa Felix Dantas,24/02/2025,Cálculo realizado,24/02/2025,"R$ 247,56",,,,,,,
3ª CC,,,0034091-21.2019.8.17.2001,3ª Vara de Família e Registro Civil da Capital,20/02/2025,Sem prioridade,Igor Lisboa Felix Dantas,24/02/2025,Cálculo realizado,24/02/2025,"R$ 247,56",,,,,,,
3ª CC,,,0005414-28.2024.8.17.2640,1ª Vara Cível da Comarca de Garanhuns,20/02/2025,Sem prioridade,Igor Lisboa Felix Dantas,24/02/2025,Cálculo realizado,24/02/2025,"R$ 251,03",,,,,,,
3ª CC,,,0034131-59.2023.8.17.2810,2ª Vara de Família e Registro Civil da Comarca de Jaboatão dos Guararapes,20/02/2025,Sem prioridade,Igor Lisboa Felix Dantas,24/02/2025,Cálculo realizado,24/02/2025,"R$ 247,56",,,,,,,
3ª CC,,,0010300-07.2023.8.17.2640,1ª Vara Cível da Comarca de Garanhuns,20/02/2025,Prioridade Legal,Igor Lisboa Felix Dantas,24/02/2025,Devolvido: remetido para contadoria de custas/liquidação,24/02/2025,,,,,,,,
3ª CC,,,0017222-59.2023.8.17.2480,4ª Vara Cível da Comarca de Caruaru,20/02/2025,Sem prioridade,Igor Lisboa Felix Dantas,24/02/2025,Cálculo realizado,24/02/2025,"R$ 423,48",,,,,,,
3ª CC,,,0016200-64.2014.8.17.0480,4ª Vara Cível da Comarca de Caruaru,20/02/2025,Sem prioridade,Igor Lisboa Felix Dantas,24/02/2025,Cálculo realizado,24/02/2025,"R$ 293,80",,,,,,,
3ª CC,,,0015799-35.2021.8.17.2480,4ª Vara Cível da Comarca de Caruaru,20/02/2025,Sem prioridade,Igor Lisboa Felix Dantas,24/02/2025,Cálculo realizado,24/02/2025,"R$ 682,88",,,,,,,
3ª CC,,,0007473-61.2024.8.17.2810,1ª Vara de Família e Registro Civil da Comarca de Jaboatão dos Guararapes,20/02/2025,Sem prioridade,Rayssa Robertta Goes Brandao,24/02/2025,Devolvido: ausência de determinação do magistrado,24/02/2025,,,,,,,,
3ª CC,,,0018377-84.2020.8.17.2001,6ª Vara de Família e Registro Civil da Capital,20/02/2025,Prioridade Legal,Rayssa Robertta Goes Brandao,24/02/2025,Devolvido: ausência de documentos para os cálculos,24/02/2025,,,,,,,,
3ª CC,,,0012441-28.2022.8.17.2480,4ª Vara Cível da Comarca de Caruaru,20/02/2025,Sem prioridade,Tulio Pontes Borges,25/02/2025,Cálculo realizado,25/02/2025,"R$ 1.300,72",,,,,,,
3ª CC,,,0013033-91.2024.8.17.3130,2ª Vara de Família e Registro Civil da Comarca de Petrolina,20/02/2025,Prioridade Legal,Tulio Pontes Borges,25/02/2025,Devolvido: ausência de determinação do magistrado,25/02/2025,,,,,,,,
3ª CC,,,0019223-70.2024.8.17.3130,2ª Vara de Família e Registro Civil da Comarca de Petrolina,20/02/2025,Prioridade Legal,Tulio Pontes Borges,25/02/2025,Cálculo realizado,25/02/2025,"R$ 247,56",Parte com JG,,,,,,
3ª CC,,,0037042-44.2023.8.17.2810,1ª Vara Cível da Comarca de Jaboatão dos Guararapes,20/02/2025,Prioridade Legal,Tulio Pontes Borges,25/02/2025,Cálculo realizado,25/02/2025,"R$ 389,40",,,,,,,
3ª CC,,,0034812-29.2023.8.17.2810,1ª Vara Cível da Comarca de Jaboatão dos Guararapes,20/02/2025,Sem prioridade,Tulio Pontes Borges,25/02/2025,Cálculo realizado,25/02/2025,"R$ 1.694,68",,,,,,,
3ª CC,,,0031610-15.2021.8.17.2810,1ª Vara Cível da Comarca de Jaboatão dos Guararapes,20/02/2025,Prioridade Legal,Tulio Pontes Borges,25/02/2025,Cálculo realizado,25/02/2025,"R$ 1.142,68",,,,,,,
3ª CC,,,0014972-96.2024.8.17.2810,1ª Vara Cível da Comarca de Jaboatão dos Guararapes,20/02/2025,Sem prioridade,Tulio Pontes Borges,25/02/2025,Cálculo realizado,25/02/2025,"R$ 0,00",Custas dispensadas,,,,,,
3ª CC,,,0007521-20.2024.8.17.2810,1ª Vara Cível da Comarca de Jaboatão dos Guararapes,20/02/2025,Prioridade Legal,Tulio Pontes Borges,25/02/2025,Cálculo realizado,25/02/2025,"R$ 354,68",Custas rateadas. 50% para parte com JG,,,,,,
3ª CC,,,0068652-03.2021.8.17.2001,1ª Vara Cível da Comarca de Paulista,20/02/2025,Sem prioridade,Tulio Pontes Borges,21/02/2025,Devolvido: remetido para contadoria de custas/liquidação,21/02/2025,,Sucessões,,,,,,
3ª CC,,,0016696-38.2024.8.17.2810,1ª Vara de Família e Registro Civil da Comarca de Jaboatão dos Guararapes,20/02/2025,Prioridade Legal,Tulio Pontes Borges,25/02/2025,Cálculo realizado,25/02/2025,"R$ 269,52",,,,,,,
3ª CC,,,0006298-92.2014.8.17.0640,2ª Vara Cível da Comarca de Garanhuns,20/02/2025,Sem prioridade,Tulio Pontes Borges,21/02/2025,Devolvido: remetido para contadoria de custas/liquidação,21/02/2025,,Sucessões,,,,,,
3ª CC,,,0016927-65.2024.8.17.2810,1ª Vara de Família e Registro Civil da Comarca de Jaboatão dos Guararapes,20/02/2025,Prioridade Legal,Tulio Pontes Borges,25/02/2025,Cálculo realizado,25/02/2025,"R$ 4.110,32",,,,,,,
3ª CC,,,0002958-76.2022.8.17.2640,2ª Vara Cível da Comarca de Garanhuns,20/02/2025,Sem prioridade,Rayssa Robertta Goes Brandao,25/02/2025,Cálculo realizado,25/02/2025,"R$ 247,56",,,,,,,
3ª CC,,,0014783-95.2016.8.17.1130,2ª Vara de Família e Registro Civil da Comarca de Petrolina,20/02/2025,Sem prioridade,Rayssa Robertta Goes Brandao,25/02/2025,Devolvido: ausência de certidão de trânsito em julgado,25/02/2025,,,,,,,,
3ª CC,,,0010041-65.2021.8.17.3130,4ª Vara Cível da Comarca de Petrolina,20/02/2025,Sem prioridade,Rayssa Robertta Goes Brandao,25/02/2025,Cálculo realizado,25/02/2025,"R$ 386,89",Valor apenas referente a fase de conhecimento,,,,,,
3ª CC,,,0016836-72.2024.8.17.2810,1ª Vara de Família e Registro Civil da Comarca de Jaboatão dos Guararapes,20/02/2025,Sem prioridade,Rayssa Robertta Goes Brandao,25/02/2025,Devolvido: esclarecimento realizado,25/02/2025,,,,,,,,
3ª CC,,,0000282-38.2025.8.17.3130,1ª Vara de Família e Registro Civil da Comarca de Petrolina,20/02/2025,Sem prioridade,Rayssa Robertta Goes Brandao,25/02/2025,Cálculo realizado,25/02/2025,"R$ 19.431,04",Parcelamento das custas iniciais,,,,,,
3ª CC,,,0020626-74.2024.8.17.3130,2ª Vara de Família e Registro Civil da Comarca de Petrolina,20/02/2025,Super prioridade,Tulio Pontes Borges,21/02/2025,Cálculo realizado,21/02/2025,"R$ 247,56",,,,,,,
3ª CC,,,0054740-07.2019.8.17.2001,6ª Vara de Família e Registro Civil da Capital,20/02/2025,Prioridade Legal,Rayssa Robertta Goes Brandao,25/02/2025,Cálculo realizado,25/02/2025,"R$ 247,56",,,,,,,
3ª CC,,,0016210-57.2022.8.17.3090,2ª Vara Cível da Comarca de Paulista,20/02/2025,Sem prioridade,Rayssa Robertta Goes Brandao,25/02/2025,Cálculo realizado,25/02/2025,"R$ 1.526,68",Custas pela autora,,,,,,
3ª CC,,,0013498-26.2024.8.17.3090,2ª Vara Cível da Comarca de Paulista,20/02/2025,Prioridade Legal,Rayssa Robertta Goes Brandao,25/02/2025,Cálculo realizado,25/02/2025,"R$ 1.067,96",Custas pelo autor,,,,,,
3ª CC,,,0012826-18.2024.8.17.3090,2ª Vara Cível da Comarca de Paulista,20/02/2025,Prioridade Legal,Rayssa Robertta Goes Brandao,25/02/2025,Cálculo realizado,25/02/2025,"R$ 317,35",Custas pelos autores,,,,,,
3ª CC,,,0009621-41.2019.8.17.2480,1ª Vara de Família e Registro Civil da Comarca de Caruaru,20/02/2025,Sem prioridade,Rayssa Robertta Goes Brandao,25/02/2025,Devolvido: esclarecimento realizado,25/02/2025,,,,,,,,
3ª CC,,,0006305-78.2023.8.17.2480,1ª Vara de Família e Registro Civil da Comarca de Caruaru,20/02/2025,Sem prioridade,Rayssa Robertta Goes Brandao,25/02/2025,Devolvido: esclarecimento realizado,25/02/2025,,,,,,,,
3ª CC,,,0018270-32.2024.8.17.3090,2ª Vara Cível da Comarca de Paulista,20/02/2025,Sem prioridade,Rayssa Robertta Goes Brandao,25/02/2025,Cálculo realizado,25/02/2025,"R$ 285,78",Custas pelo autor,,,,,,
3ª CC,,,0014368-80.2024.8.17.2990,Vara de Sucessões e Registros Públicos da Comarca de Olinda,20/02/2025,Prioridade Legal,Tulio Pontes Borges,21/02/2025,Devolvido: remetido para contadoria de custas/liquidação,21/02/2025,,Sucessões,,,,,,
3ª CC,,,0007300-37.2024.8.17.2810,7ª Vara Cível da Comarca de Jaboatão dos Guararapes,20/02/2025,Sem prioridade,Rayssa Robertta Goes Brandao,25/02/2025,Cálculo realizado,25/02/2025,"R$ 253,69",Custas pelo autor,,,,,,
3ª CC,,,0030157-18.2021.8.17.3090,2ª Vara Cível da Comarca de Paulista,20/02/2025,Prioridade Legal,Rayssa Robertta Goes Brandao,25/02/2025,Devolvido: ausência de documentos para os cálculos,25/02/2025,,,,,,,,
3ª CC,,,0006686-33.2016.8.17.2480,4ª Vara Cível da Comarca de Caruaru,20/02/2025,Prioridade Legal,Rayssa Robertta Goes Brandao,25/02/2025,Cálculo realizado,25/02/2025,"R$ 247,56",Custas somente da fase de conhecimento / 75% Réu e 25% autores,,,,,,
3ª CC,,,0003138-33.2023.8.17.2810,6ª Vara Cível da Comarca de Jaboatão dos Guararapes,20/02/2025,Sem prioridade,Tulio Pontes Borges,25/02/2025,Cálculo realizado,25/02/2025,"R$ 853,01",,,,,,,
3ª CC,,,0004707-36.2016.8.17.2480,1ª Vara Cível da Comarca de Caruaru,20/02/2025,Sem prioridade,Jullieta Beatriz De Souza Cintra,25/02/2025,Cálculo realizado,25/02/2025,"R$ 2.306,23",,,,,,,
3ª CC,,,0034227-78.2021.8.17.3090,1ª Vara Cível da Comarca de Paulista,20/02/2025,Prioridade Legal,Jullieta Beatriz De Souza Cintra,25/02/2025,Cálculo realizado,25/02/2025,"R$ 546,42",,,,,,,
3ª CC,,,0007383-10.2023.8.17.2480,4ª Vara Cível da Comarca de Caruaru,20/02/2025,Prioridade Legal,Jullieta Beatriz De Souza Cintra,25/02/2025,Cálculo realizado,25/02/2025,"R$ 3.260,48",,,,,,,
3ª CC,,,0085943-11.2024.8.17.2001,6ª Vara de Família e Registro Civil da Capital,20/02/2025,Sem prioridade,Jullieta Beatriz De Souza Cintra,25/02/2025,Cálculo realizado,25/02/2025,"R$ 128,37",,,,,,,
3ª CC,,,0000939-21.2001.8.17.0640,2ª Vara Cível da Comarca de Garanhuns,20/02/2025,Sem prioridade,Tulio Pontes Borges,21/02/2025,Devolvido: remetido para contadoria de custas/liquidação,21/02/2025,,Sucessões,,,,,,
3ª CC,,,0010601-96.2021.8.17.2001,1ª Vara de Sucessões e Registros Públicos da Capital,21/02/2025,Prioridade Legal,Tulio Pontes Borges,24/02/2025,Devolvido: remetido para contadoria de custas/liquidação,24/02/2025,,Sucessões,,,,,,
3ª CC,,,0017478-36.2022.8.17.2480,5ª Vara Cível da Comarca de Caruaru,20/02/2025,Sem prioridade,Jullieta Beatriz De Souza Cintra,25/02/2025,Cálculo realizado,25/02/2025,"R$ 392,35",,,,,,,
3ª CC,,,0016531-79.2022.8.17.2480,1ª Vara Cível da Comarca de Caruaru,20/02/2025,Sem prioridade,Jullieta Beatriz De Souza Cintra,25/02/2025,Cálculo realizado,25/02/2025,"R$ 514,50",,,,,,,
3ª CC,,,0001368-06.2018.8.17.2640,1ª Vara Cível da Comarca de Garanhuns,20/02/2025,Sem prioridade,Jullieta Beatriz De Souza Cintra,25/02/2025,Cálculo realizado,25/02/2025,"R$ 13.213,37",,,,,,,
3ª CC,,,0002275-39.2022.8.17.2640,1ª Vara Cível da Comarca de Garanhuns,20/02/2025,Sem prioridade,Jullieta Beatriz De Souza Cintra,25/02/2025,Cálculo realizado,25/02/2025,"R$ 291,47",,,,,,,
3ª CC,,,0110359-43.2024.8.17.2001,7ª Vara de Família e Registro Civil da Capital,20/02/2025,Super prioridade,Jullieta Beatriz De Souza Cintra,25/02/2025,Cálculo realizado,25/02/2025,"R$ 6,57",,,,,,,
3ª CC,,,0004081-36.2024.8.17.2480,1ª Vara de Família e Registro Civil da Comarca de Caruaru,20/02/2025,Prioridade Legal,Jullieta Beatriz De Souza Cintra,25/02/2025,Cálculo realizado,25/02/2025,"R$ 3.152,50",,,,,,,
3ª CC,,,0014082-07.2023.8.17.3130,2ª Vara de Família e Registro Civil da Comarca de Petrolina,20/02/2025,Prioridade Legal,Jullieta Beatriz De Souza Cintra,25/02/2025,Cálculo realizado,25/02/2025,"R$ 247,56",,,,,,,
3ª CC,,,0066096-23.2024.8.17.2001,6ª Vara de Família e Registro Civil da Capital,20/02/2025,Prioridade Legal,Jullieta Beatriz De Souza Cintra,25/02/2025,Cálculo realizado,25/02/2025,"R$ 128,50",,,,,,,
3ª CC,,,0008925-63.2023.8.17.2480,5ª Vara Cível da Comarca de Caruaru,20/02/2025,Prioridade Legal,Jullieta Beatriz De Souza Cintra,25/02/2025,Cálculo realizado,25/02/2025,"R$ 1.338,02",,,,,,,
3ª CC,,,0025530-30.2024.8.17.2810,2ª Vara Cível da Comarca de Jaboatão dos Guararapes,20/02/2025,Prioridade Legal,Jullieta Beatriz De Souza Cintra,25/02/2025,Cálculo realizado,25/02/2025,"R$ 247,56",,,,,,,
3ª CC,,,0015110-05.2020.8.17.2810,2ª Vara Cível da Comarca de Jaboatão dos Guararapes,20/02/2025,Sem prioridade,Jullieta Beatriz De Souza Cintra,25/02/2025,Cálculo realizado,25/02/2025,"R$ 1.179,66",,,,,,,
3ª CC,,,0009050-19.2024.8.17.2990,1ª Vara de Família e Registro Civil da Comarca de Olinda,20/02/2025,Sem prioridade,Igor Lisboa Felix Dantas,25/02/2025,Cálculo realizado,25/02/2025,"R$ 247,56",,,,,,,
3ª CC,,,0002195-68.2017.8.17.2990,2ª Vara Cível da Comarca de Olinda,20/02/2025,Sem prioridade,Igor Lisboa Felix Dantas,25/02/2025,Cálculo realizado,25/02/2025,"R$ 379,44",,,,,,,
3ª CC,,,0067493-31.2022.8.17.2990,3ª Vara de Família e Registro Civil da Comarca de Olinda,20/02/2025,Sem prioridade,Igor Lisboa Felix Dantas,25/02/2025,Cálculo realizado,25/02/2025,"R$ 386,80",,,,,,,
3ª CC,,,0003920-02.2022.8.17.2640,1ª Vara Cível da Comarca de Garanhuns,20/02/2025,Sem prioridade,Igor Lisboa Felix Dantas,25/02/2025,Cálculo realizado,25/02/2025,"R$ 57,29",,,,,,,
3ª CC,,,0012726-89.2023.8.17.2640,1ª Vara Cível da Comarca de Garanhuns,20/02/2025,Sem prioridade,Igor Lisboa Felix Dantas,25/02/2025,Cálculo realizado,25/02/2025,"R$ 0,00",,,,,,,
3ª CC,,,0006478-78.2021.8.17.2640,2ª Vara Cível da Comarca de Garanhuns,20/02/2025,Prioridade Legal,Igor Lisboa Felix Dantas,25/02/2025,Cálculo realizado,25/02/2025,"R$ 247,56",,,,,,,
3ª CC,,,0009060-85.2017.8.17.2480,1ª Vara Cível da Comarca de Caruaru,20/02/2025,Prioridade Legal,Igor Lisboa Felix Dantas,25/02/2025,Cálculo realizado,25/02/2025,"R$ 1.227,64",,,,,,,
3ª CC,,,0031882-38.2023.8.17.2810,3ª Vara Cível da Comarca de Jaboatão dos Guararapes,21/02/2025,Super prioridade,Igor Lisboa Felix Dantas,25/02/2025,Cálculo realizado,25/02/2025,"R$ 310,91",,,,,,,
3ª CC,,,0008850-71.2022.8.17.3090,1ª Vara Cível da Comarca de Paulista,21/02/2025,Prioridade Legal,Igor Lisboa Felix Dantas,25/02/2025,Cálculo realizado,25/02/2025,"R$ 1.005,14",,,,,,,
3ª CC,,,0080684-69.2023.8.17.2001,2ª Vara de Família e Registro Civil da Capital,21/02/2025,Sem prioridade,Igor Lisboa Felix Dantas,25/02/2025,Cálculo realizado,25/02/2025,"R$ 247,56",,,,,,,
3ª CC,,,0030228-58.2023.8.17.2990,1ª Vara Cível da Comarca de Olinda,21/02/2025,Sem prioridade,Rayssa Robertta Goes Brandao,25/02/2025,Cálculo realizado,25/02/2025,"R$ 1.097,58",50% cada,,,,,,
3ª CC,,,0016710-37.2021.8.17.3130,2ª Vara Cível da Comarca de Petrolina,21/02/2025,Sem prioridade,Rayssa Robertta Goes Brandao,26/02/2025,Cálculo realizado,26/02/2025,"R$ 45,64",,,,,,,
3ª CC,,,0012286-76.2024.8.17.2990,3ª Vara Cível da Comarca de Olinda,21/02/2025,Prioridade Legal,Rayssa Robertta Goes Brandao,26/02/2025,Cálculo realizado,26/02/2025,"R$ 908,46",,,,,,,
3ª CC,,,0000161-81.2021.8.17.2990,3ª Vara de Família e Registro Civil da Comarca de Olinda,21/02/2025,Sem prioridade,Rayssa Robertta Goes Brandao,26/02/2025,Devolvido: cumprimento de sentença,26/02/2025,,,,,,,,
3ª CC,,,0062675-30.2021.8.17.2001,5ª Vara de Família e Registro Civil da Capital,21/02/2025,Sem prioridade,Rayssa Robertta Goes Brandao,26/02/2025,Cálculo realizado,26/02/2025,"R$ 425,98",,,,,,,
3ª CC,,,0047576-59.2017.8.17.2001,5ª Vara de Família e Registro Civil da Capital,21/02/2025,Sem prioridade,Rayssa Robertta Goes Brandao,26/02/2025,Cálculo realizado,26/02/2025,"R$ 335,49",,,,,,,
3ª CC,,,0001788-75.2024.8.17.2001,14ª Vara de Família e Registro Civil da Capital,21/02/2025,Prioridade Legal,Rayssa Robertta Goes Brandao,26/02/2025,Cálculo realizado,26/02/2025,"R$ 269,52",50% cada (autora JG),,,,,,
3ª CC,,,0024832-03.2023.8.17.2990,Vara de Sucessões e Registros Públicos da Comarca de Olinda,21/02/2025,Prioridade Legal,Rayssa Robertta Goes Brandao,26/02/2025,Cálculo realizado,26/02/2025,"R$ 422,09",Custas pelos requerentes,,,,,,
3ª CC,,,0020697-47.2022.8.17.3130,2ª Vara Cível da Comarca de Petrolina,21/02/2025,Sem prioridade,Rayssa Robertta Goes Brandao,26/02/2025,Devolvido: cumprimento de sentença,26/02/2025,,,,,,,,
3ª CC,,,0004982-86.2013.8.17.1090,3ª Vara Cível da Comarca de Paulista,21/02/2025,Sem prioridade,Rayssa Robertta Goes Brandao,26/02/2025,Devolvido: remetido para contadoria de custas/liquidação,26/02/2025,,Inventário,,,,,,
3ª CC,,,0030300-03.2023.8.17.2810,2ª Vara Cível da Comarca de Jaboatão dos Guararapes,21/02/2025,Sem prioridade,Rayssa Robertta Goes Brandao,26/02/2025,Cálculo realizado,26/02/2025,"R$ 2.470,24",Custas pela autora,,,,,,
3ª CC,,,0029726-19.2019.8.17.2810,2ª Vara Cível da Comarca de Jaboatão dos Guararapes,21/02/2025,Sem prioridade,Rayssa Robertta Goes Brandao,26/02/2025,Devolvido: esclarecimento realizado,26/02/2025,,,,,,,,
3ª CC,,,0027782-41.2014.8.17.0810,2ª Vara Cível da Comarca de Jaboatão dos Guararapes,21/02/2025,Sem prioridade,Rayssa Robertta Goes Brandao,26/02/2025,Cálculo realizado,26/02/2025,"R$ 293,85",Custas pela autora,,,,,,
3ª CC,,,0011875-45.2023.8.17.2480,1ª Vara de Família e Registro Civil da Comarca de Caruaru,21/02/2025,Prioridade Legal,Rayssa Robertta Goes Brandao,26/02/2025,Cálculo realizado,26/02/2025,"R$ 452,48",,,,,,,
3ª CC,,,0003432-13.2020.8.17.2480,2ª Vara Cível da Comarca de Caruaru,21/02/2025,Sem prioridade,Rayssa Robertta Goes Brandao,26/02/2025,Cálculo realizado,26/02/2025,"R$ 390,04",50% cada (autora JG),,,,,,
3ª CC,,,0004951-81.2024.8.17.2480,3ª Vara Cível da Comarca de Caruaru,21/02/2025,Sem prioridade,Rayssa Robertta Goes Brandao,26/02/2025,Cálculo realizado,26/02/2025,"R$ 357,40",Custas pela autora,,,,,,
3ª CC,,,0013994-47.2021.8.17.2480,3ª Vara Cível da Comarca de Caruaru,21/02/2025,Sem prioridade,Jullieta Beatriz De Souza Cintra,26/02/2025,Cálculo realizado,26/02/2025,"R$ 219,40",,,,,,,
3ª CC,,,0002173-12.2022.8.17.2480,1ª Vara Cível da Comarca de Caruaru,21/02/2025,Sem prioridade,Jullieta Beatriz De Souza Cintra,26/02/2025,Cálculo realizado,26/02/2025,"R$ 325,09",,,,,,,
3ª CC,,,0004148-45.2020.8.17.2640,1ª Vara Cível da Comarca de Garanhuns,21/02/2025,Sem prioridade,Jullieta Beatriz De Souza Cintra,26/02/2025,Cálculo realizado,27/02/2025,"R$ 1.454,12",,,,,,,
3ª CC,,,0006153-98.2024.8.17.2640,2ª Vara de Família e Reg. Civil da Comarca de Garanhuns,21/02/2025,Prioridade Legal,Jullieta Beatriz De Souza Cintra,26/02/2025,Cálculo realizado,27/02/2025,"R$ 538,62",,,,,,,
3ª CC,,,0008696-06.2023.8.17.2480,1ª Vara de Família e Registro Civil da Comarca de Caruaru,21/02/2025,Sem prioridade,Jullieta Beatriz De Souza Cintra,26/02/2025,Cálculo realizado,27/02/2025,"R$ 247,56",,,,,,,
3ª CC,,,0042693-96.2019.8.17.2810,1ª Vara Cível da Comarca de Jaboatão dos Guararapes,21/02/2025,Sem prioridade,Jullieta Beatriz De Souza Cintra,26/02/2025,Cálculo realizado,27/02/2025,"R$ 0,00",gratuidade judicial,,,,,,
3ª CC,,,0008373-40.2022.8.17.2640,2ª Vara Cível da Comarca de Garanhuns,21/02/2025,Sem prioridade,Jullieta Beatriz De Souza Cintra,26/02/2025,Cálculo realizado,27/02/2025,"R$ 1,06",,,,,,,
3ª CC,,,0005650-77.2024.8.17.2640,2ª Vara Cível da Comarca de Garanhuns,21/02/2025,Sem prioridade,Jullieta Beatriz De Souza Cintra,26/02/2025,Cálculo realizado,27/02/2025,"R$ 27,55",,,,,,,
3ª CC,,,0024213-51.2023.8.17.2480,4ª Vara Cível da Comarca de Caruaru,21/02/2025,Sem prioridade,Jullieta Beatriz De Souza Cintra,26/02/2025,Cálculo realizado,27/02/2025,"R$ 326,44",,,,,,,
3ª CC,,,0009015-27.2024.8.17.3130,2ª Vara de Família e Registro Civil da Comarca de Petrolina,21/02/2025,Prioridade Legal,Jullieta Beatriz De Souza Cintra,26/02/2025,Cálculo realizado,27/02/2025,"R$ 257,24",,,,,,,
